,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
746,H6NC03120,"WEBER, CRAIG PETER",C,1.0,DEM,65716.0,0.0,58650.0,0.0,7730.0,3363.0,47083.0,0.0,0.0,0.0,0.0,0.0,17907.0,NC,03,,W,,L,31.0,0.0,725.0,2006-12-31,0.0,0.0
747,H2NC01081,"JONES, WALTER B.",I,2.0,REP,553975.17,0.0,674920.62,0.0,398670.84,277725.39,0.0,0.0,0.0,0.0,0.0,76000.0,254222.0,NC,03,,W,,W,68.0,292219.82,98.0,2006-12-31,2000.0,768.6
748,H6NC04037,"PRICE, DAVID",I,1.0,DEM,931157.5,0.0,800302.87,0.0,8251.84,139106.47,0.0,0.0,0.0,0.0,0.0,0.0,532815.2,NC,04,,W,,W,64.0,364994.9,300.0,2006-12-31,400.0,0.0
749,H6NC04128,"ACUFF, STEVEN D",C,2.0,REP,55680.0,0.0,53699.67,0.0,0.0,1980.33,0.0,30550.0,0.0,9450.0,0.0,21100.0,21230.0,NC,04,,W,,L,35.0,3900.0,0.0,2006-12-31,0.0,0.0
751,H6NC05109,"SHARPE, ROGER DEAN",C,1.0,DEM,139000.07,0.0,97748.91,0.0,0.0,62237.95,0.0,0.0,0.0,0.0,0.0,0.0,129586.83,NC,05,,W,,L,42.0,6300.0,3113.24,2006-12-31,0.0,0.0
752,H4NC05146,"FOXX, VIRGINIA",I,2.0,REP,1408204.94,0.0,797495.46,0.0,71341.99,682051.47,0.0,0.0,0.0,56110.0,0.0,0.0,887931.73,NC,05,,W,,W,57.0,488167.85,2090.92,2006-12-31,2100.0,3500.0
753,H6NC06081,"BLAKE, RORY POWELL",C,1.0,DEM,14670.35,0.0,14005.79,0.0,150.0,814.56,0.0,3000.0,0.0,0.0,0.0,3701.05,11195.35,NC,06,,W,,L,29.0,0.0,475.0,2006-09-30,0.0,0.0
754,H4NC06011,"COBLE, JOHN HOWARD",I,2.0,REP,457915.79,0.0,552276.12,0.0,823087.38,722781.08,0.0,0.0,0.0,0.0,0.0,0.0,56414.46,NC,06,,W,,W,70.0,388950.0,6696.0,2006-12-31,0.0,0.0
755,H8NC07044,"MCINTYRE, MIKE",I,1.0,DEM,901703.74,0.0,1006386.46,0.0,970310.34,865627.62,0.0,0.0,0.0,0.0,0.0,0.0,469813.0,NC,07,,W,,W,72.0,400031.0,13.73,2006-12-31,0.0,1000.0
756,H6NC07154,"DAVIS, SHIRLEY",C,2.0,REP,41224.0,0.0,41222.0,0.0,0.0,0.0,19595.0,0.0,15000.0,15000.0,0.0,0.0,6029.0,NC,07,,W,,L,27.0,0.0,600.0,2006-11-27,0.0,0.0
758,H6NC08111,"KISSELL, LARRY",C,1.0,DEM,842456.41,0.0,834826.12,0.0,0.0,7630.29,0.0,35000.0,0.0,24500.0,0.0,54282.11,593375.37,NC,08,,W,,L,49.0,200489.0,7106.9,2006-12-31,1450.0,0.0
759,H8NC08042,"HAYES, ROBERT C (ROBIN)",I,2.0,REP,2438750.98,200765.61,2475175.19,0.0,145645.08,109220.87,0.0,0.0,0.0,0.0,0.0,74156.16,918662.93,NC,08,,W,,W,50.0,1165160.93,3059.31,2006-12-31,4850.0,1500.0
760,H6NC09150,"GLASS, BILL",C,1.0,DEM,13760.0,0.0,12058.0,0.0,0.0,2893.0,0.0,5574.0,0.0,4000.0,0.0,2168.0,6753.0,NC,09,,W,,L,33.0,1350.0,0.0,2006-12-31,0.0,0.0
761,H4NC09106,"MYRICK, SUE",I,2.0,REP,1287151.23,0.0,1262593.58,0.0,55551.73,80109.38,0.0,0.0,0.0,0.0,0.0,0.0,687412.12,NC,09,,W,,W,66.0,580948.72,248.6,2006-12-31,2400.0,4000.0
762,H6NC10141,"CARSNER, RICHARD CLYDE JR",C,1.0,DEM,22726.0,0.0,22724.0,0.0,0.0,0.0,4588.0,0.0,0.0,0.0,0.0,0.0,14858.0,NC,10,,W,,L,38.0,0.0,3280.0,2007-01-29,0.0,0.0
763,H4NC10047,"MCHENRY, PATRICK TIMOTHY",I,2.0,REP,1464719.51,0.0,1339780.74,0.0,8722.43,133661.2,0.0,0.0,0.0,75000.0,10000.0,90500.0,686789.59,NC,10,,W,,W,61.0,776555.0,454.72,2006-12-31,0.0,1000.0
765,H6NC11172,"SHULER, JOSEPH H",C,1.0,DEM,1850214.1,0.0,1805750.01,0.0,0.0,42919.25,0.0,0.0,0.0,0.0,0.0,0.0,1267636.56,NC,11,,W,,W,53.0,582412.54,165.0,2006-12-31,3620.0,1000.0
767,H8NC11038,"TAYLOR, CHARLES H",I,2.0,REP,4397725.73,14069.48,4425485.85,0.0,46313.77,18553.65,580.0,2784000.0,0.0,254000.0,248618.06,1506785.2,880631.64,NC,11,,W,,L,46.0,681151.52,3294.0,2006-12-31,950.0,5950.0
768,H2NC12021,"WATT, MELVIN L",I,1.0,DEM,503515.13,0.0,535747.41,0.0,91868.16,59635.88,0.0,0.0,0.0,0.0,0.0,0.0,51096.0,NC,12,,W,,W,43.0,446813.85,0.0,2006-12-31,0.0,0.0
769,H4NC12043,"FISHER, ADA",C,2.0,REP,444044.53,0.0,446782.94,0.0,3520.35,781.94,0.0,19640.36,0.0,1500.0,0.0,87872.64,424404.17,NC,12,,W,,L,21.0,0.0,0.0,2006-12-31,0.0,0.0
770,H2NC13029,"MILLER, RALPH BRADLEY",I,1.0,DEM,1770820.51,0.0,1767026.8,0.0,10311.95,14105.66,0.0,0.0,0.0,12000.0,0.0,35536.84,1061008.26,NC,13,,W,,W,100.0,701480.9,5735.12,2006-12-31,2650.0,0.0
771,H4NC05138,"ROBINSON, VERNON L",C,2.0,REP,2049625.77,50.0,2207525.19,0.0,180657.42,22758.0,0.0,0.0,0.0,0.0,0.0,10981.37,2015932.2,NC,13,,W,,L,34.0,12750.0,1000.0,2006-12-31,0.0,0.0
773,H2ND00057,"POMEROY, EARL RALPH",I,1.0,DEM,1591813.88,0.0,1378065.58,25000.0,134532.36,348280.66,0.0,0.0,0.0,0.0,0.0,0.0,373135.54,ND,00,,W,,W,65.0,1193437.06,100.0,2006-12-31,4800.0,10900.0
774,H6ND00090,"MECHTEL, MATTHEW ALAN",C,2.0,REP,89690.61,0.0,79555.58,0.0,0.0,10135.03,7517.13,9000.0,0.0,0.0,0.0,9000.0,67725.57,ND,00,,W,,L,34.0,0.0,5300.0,2006-12-31,0.0,0.0
775,H6NE01093,"MOUL, MAXINE B",C,1.0,DEM,995383.81,0.0,994035.28,0.0,0.0,1287.52,0.0,70511.22,0.0,14543.42,0.0,55967.8,620743.78,NE,01,,W,,L,41.0,273225.0,14130.85,2006-12-31,0.0,0.0
776,H4NE01064,"FORTENBERRY, JEFF",I,2.0,REP,1144275.58,0.0,1134337.83,0.0,4973.67,14911.42,0.0,0.0,0.0,0.0,0.0,0.0,544197.14,NE,01,,W,,W,58.0,569505.55,6783.5,2006-12-31,3000.0,27518.17
777,H6NE02117,"ESCH, JAMES DENNIS",C,1.0,DEM,412556.06,0.0,420013.69,0.0,0.0,587.51,39420.0,106511.52,0.0,225.0,0.0,106511.52,261203.1,NE,02,,W,,L,45.0,2500.0,0.0,2006-12-31,100.0,2500.0
778,H8NE02139,"TERRY, LEE",I,2.0,REP,1116831.71,0.0,998581.31,0.0,33595.07,151845.47,0.0,0.0,0.0,0.0,0.0,0.0,524189.74,NE,02,,W,,W,54.0,579473.82,98.0,2006-12-31,0.0,1000.0
779,H6NE03131,"KLEEB, SCOTT",O,1.0,DEM,1048430.92,0.0,975396.53,0.0,0.0,73034.39,0.0,0.0,0.0,0.0,0.0,0.0,814355.43,NE,03,,W,,L,45.0,219660.0,10100.0,2006-12-31,2933.76,7500.0
782,H6NE03115,"SMITH, ADRIAN",O,2.0,REP,1259123.18,34915.57,1242666.35,0.0,0.0,16456.83,10944.73,0.0,0.0,0.0,0.0,35920.56,783275.8,NE,03,,W,,W,54.0,418755.5,10100.0,2006-12-31,2050.0,2979.41
785,H6NH01230,"SHEA-PORTER, CAROL",C,1.0,DEM,360381.38,0.0,291666.65,0.0,0.0,68714.4,1889.86,0.0,1000.0,0.0,1000.0,0.0,306392.34,NH,01,,W,,W,51.0,51057.2,0.0,2006-12-31,2635.0,200.0
787,H2NH01130,"BRADLEY, JOSEPH E MR III",I,2.0,REP,1111593.48,0.0,1062138.75,0.0,22540.77,71995.5,0.0,0.0,0.0,156796.16,0.0,300000.0,531659.0,NH,01,,W,,L,48.0,576961.19,1173.95,2006-12-31,150.0,15000.0
788,H4NH02175,"HODES, PAUL W",C,1.0,DEM,1648328.46,0.0,1638733.78,0.0,2098.81,11693.49,0.0,199500.0,0.0,110000.0,0.0,189500.0,1069045.17,NH,02,,W,,W,52.0,372036.41,2700.0,2006-12-31,3000.0,0.0
790,H0NH02017,"BASS, CHARLES F.",I,2.0,REP,1228541.64,3313.18,1237275.03,0.0,55878.27,47144.88,0.0,0.0,0.0,0.0,0.0,0.0,473112.0,NH,02,,W,,L,45.0,741666.46,10450.0,2006-12-31,0.0,600.0
792,H0NJ01066,"ANDREWS, ROBERT E",I,1.0,DEM,2218359.39,0.0,1450587.55,0.0,1385565.09,2153336.93,0.0,0.0,0.0,0.0,0.0,0.0,1465534.43,NJ,01,,W,,W,0.0,696985.0,1500.0,2006-12-31,17337.0,500.0
793,H6NJ02145,"THOMAS-HUGHES, VIOLA",C,1.0,DEM,32972.0,0.0,73637.0,0.0,2550.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,15850.0,NJ,02,,W,,L,35.0,4521.0,12300.0,2006-12-31,0.0,0.0
794,H2NJ02037,"LOBIONDO, FRANK A",I,2.0,REP,1549242.01,0.0,1648225.23,0.0,1430989.85,1332006.63,0.0,0.0,0.0,0.0,0.0,0.0,833656.16,NJ,02,,W,,W,61.0,599709.23,2190.0,2006-12-31,3800.0,4000.0
795,H6NJ02178,"MULLOCK, ROBERT E",C,3.0,IND,28318.0,0.0,28318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28318.0,NJ,02,,,,L,1.0,0.0,0.0,2006-11-27,0.0,0.0
796,H6NJ03135,"SEXTON, RICHARD J",C,1.0,DEM,161189.68,0.0,161189.68,0.0,0.0,0.0,21105.0,15868.95,0.0,5000.0,0.0,0.0,108804.14,NJ,03,,W,,L,41.0,11291.98,3923.34,2006-12-31,0.0,0.0
797,H4NJ13022,"SAXTON, H. J",I,2.0,REP,1364034.96,0.0,1314851.34,299000.0,1167890.39,1217074.01,0.0,0.0,0.0,0.0,0.0,0.0,818524.46,NJ,03,,W,,W,58.0,440509.5,1098.0,2006-12-31,6150.0,0.0
798,H6NJ04133,"GAY, CAROL",C,1.0,DEM,95189.35,0.0,94174.6,0.0,0.0,1014.19,3000.0,0.0,0.0,0.0,0.0,0.0,70541.27,NJ,04,,W,,L,33.0,21398.08,250.0,2006-12-31,0.0,250.0
799,H8NJ04014,"SMITH, CHRISTOPHER H.",I,2.0,REP,482380.75,0.0,471997.8,0.0,212614.75,222997.7,0.0,0.0,0.0,0.0,0.0,0.0,287259.0,NJ,04,,W,,W,65.0,187288.0,2150.0,2006-12-31,0.0,0.0
803,H6NJ05148,"ARONSOHN, PAUL S",C,1.0,DEM,576295.88,0.0,554558.13,0.0,0.0,21718.8,12956.98,0.0,0.0,0.0,0.0,0.0,429114.52,NJ,05,,W,,L,43.0,121550.0,12450.0,2006-12-31,1500.0,0.0
806,H8NJ05052,"GARRETT, SCOTT",I,2.0,REP,1158311.7,23929.93,1081995.97,0.0,114729.21,191044.94,0.0,0.0,0.0,7517.0,0.0,0.0,692000.8,NJ,05,,W,,W,55.0,438279.3,0.0,2006-12-31,0.0,0.0
808,H8NJ03073,"PALLONE, FRANK JR",I,1.0,DEM,2279568.11,780281.45,874198.42,44000.0,1003882.06,2409251.75,0.0,0.0,0.0,0.0,8643.6,0.0,747910.76,NJ,06,,W,,W,68.0,676700.0,5748.21,2006-12-31,800.0,3000.0
809,H6NJ06203,"BELLEW, LEIGH ANN",C,2.0,REP,17751.0,0.0,15289.0,0.0,0.0,2461.0,0.0,0.0,0.0,0.0,0.0,0.0,16257.0,NJ,06,,W,,L,30.0,1425.0,0.0,2006-11-27,0.0,0.0
811,H6NJ07128,"STENDER, LINDA D",C,1.0,DEM,1936179.31,0.0,1932514.15,0.0,0.0,3665.16,0.0,0.0,0.0,0.0,0.0,0.0,1473019.01,NJ,07,,W,,L,47.0,445416.71,15562.82,2006-12-31,4145.0,1200.0
812,H8NJ06118,"FERGUSON, MIKE",I,2.0,REP,2932482.27,0.0,3043595.57,0.0,182983.5,71870.2,0.0,0.0,0.0,50000.0,0.0,240000.0,1644751.28,NJ,07,,W,,W,49.0,1231872.32,1232.0,2006-12-31,13650.0,8600.0
813,H6NJ08118,"PASCRELL, WILLIAM J. JR.",I,1.0,DEM,1389549.92,0.0,1098410.63,0.0,526169.91,817309.2,0.0,0.0,0.0,0.0,0.0,0.0,871324.7,NJ,08,,W,,W,70.0,482423.19,11900.0,2006-12-31,11345.0,500.0
814,H6NJ08134,"SANDOVAL, JOSE M",C,2.0,REP,232483.72,0.0,234507.65,0.0,3054.98,1031.05,0.0,209300.0,0.0,7000.0,0.0,202300.0,20498.27,NJ,08,,W,,L,28.0,2000.0,500.0,2006-12-31,0.0,0.0
815,H6NJ09165,"ROTHMAN, STEVEN R",I,1.0,DEM,1544029.47,0.0,912812.1,278550.0,1079262.45,1710579.82,0.0,0.0,0.0,0.0,0.0,0.0,958959.56,NJ,09,,W,,W,71.0,495129.45,2500.0,2006-12-31,3650.0,2250.0
816,H6NJ09215,"MICCO, VINCENT",C,2.0,REP,53730.0,0.0,52114.22,0.0,0.0,1614.48,0.0,0.0,0.0,0.0,0.0,0.0,50830.0,NJ,09,,W,,L,27.0,1975.0,925.0,2006-12-31,1000.0,0.0
817,H0NJ10026,"PAYNE, DONALD M",I,1.0,DEM,613200.05,0.0,495238.96,0.0,669349.14,787638.36,0.0,0.0,0.0,0.0,0.0,0.0,237940.0,NJ,10,,W,,W,0.0,324708.5,24000.0,2006-12-31,500.0,0.0
818,H6NJ11112,"WYKA, TOM",C,1.0,DEM,37183.0,0.0,26065.0,0.0,0.0,4785.0,539.0,0.0,0.0,0.0,0.0,0.0,33424.0,NJ,11,,W,,L,36.0,0.0,3220.0,2006-12-31,0.0,0.0
819,H2NJ05014,"FRELINGHUYSEN, RODNEY P.",I,2.0,REP,1054830.25,0.0,1187433.84,0.0,639843.93,507240.34,0.0,0.0,0.0,0.0,0.0,441079.0,633462.5,NJ,11,,W,,W,62.0,386197.0,14206.9,2006-12-31,0.0,1000.0
820,H6NJ12144,"HOLT , RUSH  D",I,1.0,DEM,1465211.62,0.0,1055249.31,0.0,214896.1,624858.41,0.0,0.0,0.0,0.0,0.0,0.0,1102171.86,NJ,12,,W,,W,65.0,326664.51,1174.96,2006-12-31,1450.0,0.0
821,H6NJ12185,"SINAGRA, JOSEPH",C,2.0,REP,2190.12,0.0,2272.77,0.0,310.48,227.83,0.0,120.0,0.0,120.0,0.0,0.0,1770.12,NJ,12,,W,,L,34.0,0.0,300.0,2006-12-31,0.0,0.0
822,H6NJ13191,"SIRES, LABIO",I,1.0,DEM,1901807.7,0.0,1884683.46,0.0,0.0,17125.01,250.0,0.0,0.0,0.0,0.0,0.0,1601344.25,NJ,13,W,W,,W,77.0,300122.39,0.0,2006-12-31,4500.0,2600.0
824,H8NM01117,"MADRID, PATRICIA A",C,1.0,DEM,3396049.65,0.0,3386541.38,0.0,0.0,9508.27,0.0,0.0,14869.0,0.0,305.3,31591.04,2725748.96,NM,01,,W,,L,49.0,649182.76,3318.72,2006-12-31,4500.0,2400.0
825,H8NM01174,"WILSON, HEATHER A.",I,2.0,REP,4904813.98,149181.51,4906601.96,0.0,68329.53,66541.55,0.0,0.0,0.0,0.0,0.0,0.0,2654943.38,NM,01,,W,,W,50.0,1871678.27,145674.67,2006-12-31,11170.0,15000.0
827,H6NM02085,"KISSLING, ALBERT DONALD",C,1.0,DEM,185719.46,0.0,183164.1,0.0,0.0,2555.36,106.07,35000.0,0.0,0.0,0.0,35000.0,145013.39,NM,02,,W,,L,40.0,4900.0,600.0,2006-12-31,250.0,0.0
828,H2NM02126,"PEARCE, STEVAN E",C,2.0,REP,1470875.68,0.0,1349397.66,0.0,11232.08,132710.1,0.0,50000.0,0.0,100000.0,0.0,0.0,831754.67,NM,02,,W,,W,59.0,557623.25,1244.94,2006-12-31,12975.0,1550.0
829,H8NM03097,"UDALL, TOM",I,1.0,DEM,515107.5,0.0,396865.24,0.0,594631.38,712873.64,0.0,0.0,0.0,0.0,0.0,0.0,272106.5,NM,03,,W,,W,74.0,181995.27,611.82,2006-12-31,2600.0,0.0
830,H6NM03042,"DOLIN, RONALD M.",C,2.0,REP,23573.0,0.0,23572.0,0.0,0.0,0.0,0.0,15100.0,0.0,0.0,0.0,15100.0,5073.0,NM,03,,W,,L,25.0,0.0,3400.0,2006-12-31,0.0,0.0
831,H8NV01071,"BERKLEY, SHELLEY",I,1.0,DEM,1742771.7,0.0,1674414.0,0.0,605152.2,673509.9,0.0,0.0,0.0,0.0,0.0,0.0,1149002.32,NV,01,,W,,W,64.0,520671.0,247.26,2006-12-31,610.0,0.0
832,H6NV01158,"WEGNER, KENNETH ALEXANDER",C,2.0,REP,96585.23,0.0,96537.23,0.0,0.0,48.0,70164.87,0.0,0.0,0.0,0.0,0.0,26420.36,NV,01,,W,,L,31.0,0.0,0.0,2006-12-31,0.0,0.0
833,H6NV02180,"DERBY, JILL T",O,1.0,DEM,1610551.99,29427.67,1594055.41,0.0,0.0,16496.58,19537.13,0.0,0.0,0.0,0.0,0.0,1032251.08,NV,02,,W,,L,44.0,521969.48,7366.63,2006-12-31,1410.0,0.0
836,H6NV02164,"HELLER, DEAN",O,2.0,REP,1699946.14,0.0,1674287.33,0.0,0.0,25658.81,4200.0,100000.0,0.0,65000.0,0.0,387628.35,1146456.48,NV,02,,W,,W,50.0,434149.99,10750.0,2006-12-31,27283.11,1000.0
840,H6NV03022,"HAFEN, TESSA MICHELLE",C,1.0,DEM,1497309.2,0.0,1501468.76,0.0,0.0,5248.4,0.0,0.0,0.0,0.0,0.0,0.0,968891.82,NV,03,,W,,L,46.0,512197.43,1956.1,2006-12-31,900.0,5000.0
842,H0NV01078,"PORTER, JON C SR",I,2.0,REP,3015402.1,300401.62,3036317.39,0.0,128849.02,107933.73,0.0,0.0,0.0,0.0,0.0,13400.0,1394388.27,NV,03,,W,,W,48.0,1278632.35,16333.02,2006-12-31,5200.0,6995.34
843,H2NY01067,"BISHOP, TIMOTHY",I,1.0,DEM,1400904.51,0.0,1065871.19,0.0,88751.48,423784.8,0.0,0.0,0.0,0.0,0.0,0.0,911983.0,NY,01,,W,,W,61.0,484895.0,0.0,2006-12-31,14400.0,2500.0
844,H6NY01100,"ZANZI, ITALO ANDRES",C,2.0,REP,644052.59,0.0,622332.67,0.0,-18.06,22420.12,11011.08,39317.51,0.0,0.0,0.0,23045.6,555074.0,NY,01,,W,,L,38.0,38150.0,500.0,2006-12-31,0.0,0.0
846,H0NY02085,"ISRAEL, STEVE J",I,1.0,DEM,1502561.46,0.0,1167031.24,0.0,668196.08,1003726.3,267.0,0.0,0.0,0.0,0.0,0.0,911500.75,NY,02,,W,,W,70.0,583805.05,84.09,2006-12-31,3000.0,3000.0
849,H6NY03155,"MEJIAS, DAVID L",C,1.0,DEM,916409.48,0.0,908136.94,0.0,0.0,10272.54,0.0,25000.0,0.0,0.0,0.0,25000.0,695869.5,NY,03,,W,,L,44.0,189298.47,6141.51,2006-12-31,800.0,100.0
850,H2NY03089,"KING, PETER T",I,2.0,REP,1437870.15,0.0,2074086.59,11260.0,796779.14,160562.8,0.0,0.0,0.0,0.0,0.0,0.0,764845.19,NY,03,,W,,W,55.0,650600.0,3000.0,2006-12-31,500.0,0.0
853,H6NY04112,"MCCARTHY, CAROLYN",I,1.0,DEM,1441806.13,0.0,1368804.05,26000.0,300674.49,373676.57,0.0,0.0,0.0,0.0,0.0,0.0,878886.43,NY,04,,W,,W,64.0,521341.31,200.0,2006-12-31,0.0,1500.0
854,H6NY04120,"BLESSINGER, MARTIN W",C,3.0,CON,112165.0,0.0,112124.24,0.0,0.0,40.76,0.0,53100.0,0.0,0.0,0.0,53100.0,47465.0,NY,04,,W,,L,35.0,600.0,11000.0,2006-12-31,0.0,0.0
855,H4NY07011,"ACKERMAN, GARY L",I,1.0,DEM,754371.92,0.0,844531.99,0.0,929579.3,839419.23,0.0,0.0,0.0,0.0,0.0,0.0,399328.56,NY,05,,W,,W,0.0,323555.0,79.74,2006-12-31,50.0,0.0
856,H8NY06048,"MEEKS, GREGORY WELDON",I,1.0,DEM,838745.77,0.0,962908.33,0.0,214954.75,90792.19,0.0,0.0,0.0,0.0,0.0,0.0,243928.67,NY,06,,W,,W,0.0,586492.58,0.0,2006-12-31,11425.0,3150.0
857,H8NY07046,"CROWLEY, JOSEPH",I,1.0,DEM,1738326.44,0.0,1505482.78,0.0,450273.82,683096.64,0.0,0.0,0.0,0.0,0.0,0.0,680280.58,NY,07,,W,,W,83.0,1040758.25,262.82,2006-12-31,3700.0,1500.0
858,H2NY17071,"NADLER, JERROLD L MR.",I,1.0,DEM,758672.27,27900.0,764964.86,10000.0,674547.03,668254.44,0.0,0.0,0.0,0.0,0.0,0.0,453880.83,NY,08,,W,,W,83.0,248035.0,65.12,2006-12-31,250.0,0.0
859,H8NY09091,"WEINER, ANTHONY D MR",I,1.0,DEM,639780.46,0.0,837965.68,0.0,477667.76,279482.54,0.0,0.0,0.0,0.0,0.0,0.0,324441.0,NY,09,,W,,W,0.0,164235.0,186.7,2006-12-31,175070.0,0.0
860,H2NY11017,"TOWNS, EDOLPHUS",I,1.0,DEM,1330388.6,0.0,1339969.96,0.0,62273.65,52722.29,0.0,0.0,0.0,0.0,0.0,0.0,578680.1,NY,10,,W,,W,91.0,750600.0,0.0,2006-12-31,2580.0,0.0
865,H4NY11138,"CLARKE, YVETTE",O,1.0,DEM,640158.46,0.0,623984.26,0.0,26053.55,42227.75,0.0,1000.0,20000.0,0.0,0.0,144424.76,468481.0,NY,11,,W,,W,89.0,150177.46,500.0,2006-12-31,0.0,0.0
869,H6NY11166,"MCCLEAN, OLLIE M",C,3.0,FRE,24954.0,0.0,22111.0,0.0,5121.0,4674.0,0.0,0.0,10718.0,0.0,0.0,5359.0,14236.0,NY,11,,,,L,1.0,0.0,0.0,2006-12-31,0.0,0.0
870,H2NY00010,"VELAZQUEZ, NYDIA M",I,1.0,DEM,766762.25,0.0,698621.83,0.0,240961.85,309102.27,0.0,0.0,0.0,0.0,0.0,7736.52,334518.0,NY,12,,W,,W,89.0,431685.0,17.0,2006-12-31,4000.0,0.0
871,H6NY13071,"HARRISON, STEPHEN A",C,1.0,DEM,138954.01,0.0,132455.85,0.0,0.0,6498.16,0.0,8500.0,0.0,8500.0,0.0,1595.91,102574.47,NY,13,,W,,L,43.0,23360.0,3412.81,2006-12-31,0.0,0.0
872,H8NY13028,"FOSSELLA, VITO MR.",I,2.0,REP,1488054.54,0.0,1639603.29,0.0,163951.56,12402.81,0.0,0.0,0.0,0.0,0.0,209009.84,711162.22,NY,13,,W,,W,56.0,749748.76,5598.0,2006-12-31,3200.0,0.0
873,H2NY14037,"MALONEY, CAROLYN B",I,1.0,DEM,1179896.13,363.45,1030387.97,0.0,523348.6,672856.76,0.0,0.0,0.0,0.0,0.0,0.0,731121.15,NY,14,,W,,W,84.0,180123.26,265064.47,2006-12-31,850.0,2100.0
874,H6NY14236,"MAIO, DANNIEL SUN",C,2.0,REP,82425.0,0.0,82425.0,0.0,0.0,0.0,44575.0,37850.0,0.0,37850.0,0.0,0.0,0.0,NY,14,,W,,L,15.0,0.0,0.0,2006-12-31,0.0,0.0
875,H6NY19029,"RANGEL, CHARLES B",I,1.0,DEM,1995578.08,0.0,2047121.56,0.0,466466.69,414923.21,0.0,0.0,0.0,0.0,0.0,35833.9,839984.93,NY,15,,W,,W,93.0,1134175.0,373.55,2006-12-31,6800.0,0.0
876,H0NY18065,"SERRANO, JOSE E",I,1.0,DEM,312397.89,0.0,314384.8,0.0,4816.37,2829.46,0.0,0.0,0.0,0.0,0.0,0.0,162085.0,NY,16,,W,,W,95.0,147125.0,0.0,2006-12-31,500.0,0.0
878,H8NY19058,"ENGEL, ELIOT",I,1.0,DEM,862884.56,0.0,945645.98,0.0,125175.29,42413.87,0.0,0.0,0.0,0.0,0.0,0.0,420322.03,NY,17,,W,,W,75.0,442317.97,0.0,2006-12-31,1000.0,0.0
879,H6NY17148,"FAULKNER, JIM",C,2.0,REP,3121.0,0.0,3359.0,0.0,752.0,513.0,1375.0,530.0,0.0,0.0,0.0,4172.0,1216.0,NY,17,,W,,L,24.0,0.0,0.0,2006-10-18,0.0,0.0
880,H8NY20056,"LOWEY, NITA M",I,1.0,DEM,1344133.9,0.0,1555663.36,0.0,1020530.15,809000.69,0.0,0.0,0.0,0.0,0.0,0.0,1039797.0,NY,18,,W,,W,70.0,276553.0,307.74,2006-12-31,1000.0,1250.0
881,H4NY18075,"HOFFMAN, RICHARD A",C,2.0,REP,65754.02,0.0,65826.24,0.0,1533.37,1814.55,5000.0,34610.02,0.0,0.0,0.0,67820.0,18650.0,NY,18,,W,,L,29.0,6999.0,395.0,2006-12-31,0.0,0.0
888,H6NY19144,"HALL, JOHN JOSEPH",I,1.0,DEM,1692659.92,0.0,1629868.5,0.0,0.0,62791.42,53109.3,27000.0,0.0,27000.0,0.0,0.0,1337121.42,NY,19,,W,,W,51.0,223046.9,128.93,2006-12-31,23859.0,0.0
890,H4NY19073,"KELLY, SUE W",I,2.0,REP,2293813.53,6333.01,2519168.98,0.0,320693.35,95337.9,0.0,0.0,0.0,0.0,0.0,111544.22,977734.08,NY,19,,W,,L,48.0,1299605.62,821.0,2006-12-31,0.0,0.0
892,H6NY20167,"GILLIBRAND, KIRSTEN E MRS.",C,1.0,DEM,2639161.98,0.0,2596899.96,0.0,0.0,42262.02,5825.41,0.0,0.0,0.0,0.0,67970.01,2057889.58,NY,20,,W,,W,53.0,571439.65,3217.73,2006-12-31,5590.0,500.0
894,H8NY22045,"SWEENEY, JOHN E.",I,2.0,REP,2956202.72,2168.8,3425846.51,0.0,495774.54,26130.75,0.0,0.0,0.0,0.0,0.0,199900.87,1512770.89,NY,20,,W,,L,46.0,1405648.57,8023.65,2006-12-31,28600.0,800.0
897,H8NY23084,"MCNULTY, MICHAEL R.",I,1.0,DEM,482269.32,0.0,562756.22,0.0,306330.45,225843.55,0.0,0.0,0.0,0.0,0.0,0.0,172165.0,NY,21,,W,,W,77.0,286945.0,12036.93,2006-12-31,0.0,6450.0
898,H2NY26080,"HINCHEY, MAURICE D",I,1.0,DEM,664152.87,0.0,685756.37,184250.0,99951.08,78347.58,0.0,0.0,0.0,0.0,0.0,0.0,444678.73,NY,22,,W,,W,0.0,211448.0,1200.0,2006-12-31,4994.25,0.0
